数据集总长度：1115394
Before CTE Training: train eu loss: 1.1252415180206299, eval eu loss: 1.461101770401001
Before CTE Training: train eu acc: 0.6404571533203125, eval eu acc: 0.56787109375
epoch   0 summary: train_cos_loss : 0.0524, train_cro_loss : 0.2113, train_tot_loss : 0.0535, valid_cos_loss : 0.0517, valid_cro_loss : 0.0000, valid_tot_loss : 0.0514, 
epoch  10 summary: train_cos_loss : 0.0367, train_cro_loss : 0.2595, train_tot_loss : 0.0382, valid_cos_loss : 0.0360, valid_cro_loss : 0.0000, valid_tot_loss : 0.0357, 
train loss: 3.5661, accuracy: 0.1655, valid loss: 3.3971, accuracy: 0.1421, 
epoch  11 summary: train_cos_loss : 0.0365, train_cro_loss : 0.2541, train_tot_loss : 0.0380, valid_cos_loss : 0.0348, valid_cro_loss : 0.0000, valid_tot_loss : 0.0345, 
epoch  12 summary: train_cos_loss : 0.0364, train_cro_loss : 0.2538, train_tot_loss : 0.0379, valid_cos_loss : 0.0344, valid_cro_loss : 0.0000, valid_tot_loss : 0.0341, 
epoch  13 summary: train_cos_loss : 0.0364, train_cro_loss : 0.2491, train_tot_loss : 0.0379, valid_cos_loss : 0.0335, valid_cro_loss : 0.0000, valid_tot_loss : 0.0333, 
epoch  14 summary: train_cos_loss : 0.0361, train_cro_loss : 0.2475, train_tot_loss : 0.0376, valid_cos_loss : 0.0344, valid_cro_loss : 0.0000, valid_tot_loss : 0.0341, 
epoch  15 summary: train_cos_loss : 0.0366, train_cro_loss : 0.2913, train_tot_loss : 0.0383, valid_cos_loss : 0.0331, valid_cro_loss : 0.0000, valid_tot_loss : 0.0329, 
epoch  16 summary: train_cos_loss : 0.0361, train_cro_loss : 0.2422, train_tot_loss : 0.0375, valid_cos_loss : 0.0333, valid_cro_loss : 0.0000, valid_tot_loss : 0.0331, 
epoch  17 summary: train_cos_loss : 0.0359, train_cro_loss : 0.2420, train_tot_loss : 0.0373, valid_cos_loss : 0.0332, valid_cro_loss : 0.0000, valid_tot_loss : 0.0330, 
epoch  18 summary: train_cos_loss : 0.0358, train_cro_loss : 0.2427, train_tot_loss : 0.0373, valid_cos_loss : 0.0328, valid_cro_loss : 0.0000, valid_tot_loss : 0.0325, 
epoch  19 summary: train_cos_loss : 0.0361, train_cro_loss : 0.2387, train_tot_loss : 0.0375, valid_cos_loss : 0.0334, valid_cro_loss : 0.0000, valid_tot_loss : 0.0332, 
epoch  20 summary: train_cos_loss : 0.0388, train_cro_loss : 0.5230, train_tot_loss : 0.0422, valid_cos_loss : 0.0334, valid_cro_loss : 0.0000, valid_tot_loss : 0.0332, 
train loss: 3.1717, accuracy: 0.2562, valid loss: 3.0177, accuracy: 0.2280, 
epoch  21 summary: train_cos_loss : 0.0363, train_cro_loss : 0.5051, train_tot_loss : 0.0396, valid_cos_loss : 0.0319, valid_cro_loss : 0.0000, valid_tot_loss : 0.0317, 
epoch  22 summary: train_cos_loss : 0.0346, train_cro_loss : 0.4760, train_tot_loss : 0.0377, valid_cos_loss : 0.0310, valid_cro_loss : 0.0000, valid_tot_loss : 0.0308, 
epoch  23 summary: train_cos_loss : 0.0338, train_cro_loss : 0.4399, train_tot_loss : 0.0366, valid_cos_loss : 0.0306, valid_cro_loss : 0.0000, valid_tot_loss : 0.0304, 
epoch  24 summary: train_cos_loss : 0.0337, train_cro_loss : 0.3956, train_tot_loss : 0.0362, valid_cos_loss : 0.0303, valid_cro_loss : 0.0000, valid_tot_loss : 0.0301, 
epoch  25 summary: train_cos_loss : 0.0334, train_cro_loss : 0.3820, train_tot_loss : 0.0358, valid_cos_loss : 0.0306, valid_cro_loss : 0.0000, valid_tot_loss : 0.0304, 
epoch  26 summary: train_cos_loss : 0.0330, train_cro_loss : 0.3607, train_tot_loss : 0.0353, valid_cos_loss : 0.0303, valid_cro_loss : 0.0000, valid_tot_loss : 0.0301, 
epoch  27 summary: train_cos_loss : 0.0341, train_cro_loss : 0.3519, train_tot_loss : 0.0364, valid_cos_loss : 0.0302, valid_cro_loss : 0.0000, valid_tot_loss : 0.0299, 
epoch  28 summary: train_cos_loss : 0.0332, train_cro_loss : 0.3472, train_tot_loss : 0.0354, valid_cos_loss : 0.0299, valid_cro_loss : 0.0000, valid_tot_loss : 0.0297, 
epoch  29 summary: train_cos_loss : 0.0343, train_cro_loss : 0.3408, train_tot_loss : 0.0365, valid_cos_loss : 0.0298, valid_cro_loss : 0.0000, valid_tot_loss : 0.0296, 
epoch  30 summary: train_cos_loss : 0.0374, train_cro_loss : 0.3482, train_tot_loss : 0.0396, valid_cos_loss : 0.0305, valid_cro_loss : 0.0000, valid_tot_loss : 0.0303, 
train loss: 2.1992, accuracy: 0.5760, valid loss: 2.3383, accuracy: 0.3896, 
epoch  31 summary: train_cos_loss : 0.0353, train_cro_loss : 0.3550, train_tot_loss : 0.0375, valid_cos_loss : 0.0295, valid_cro_loss : 0.0000, valid_tot_loss : 0.0293, 
epoch  32 summary: train_cos_loss : 0.0352, train_cro_loss : 0.3536, train_tot_loss : 0.0374, valid_cos_loss : 0.0294, valid_cro_loss : 0.0000, valid_tot_loss : 0.0292, 
epoch  33 summary: train_cos_loss : 0.0344, train_cro_loss : 0.3440, train_tot_loss : 0.0365, valid_cos_loss : 0.0294, valid_cro_loss : 0.0000, valid_tot_loss : 0.0292, 
epoch  34 summary: train_cos_loss : 0.0341, train_cro_loss : 0.3404, train_tot_loss : 0.0362, valid_cos_loss : 0.0294, valid_cro_loss : 0.0000, valid_tot_loss : 0.0292, 
epoch  35 summary: train_cos_loss : 0.0342, train_cro_loss : 0.3319, train_tot_loss : 0.0363, valid_cos_loss : 0.0300, valid_cro_loss : 0.0000, valid_tot_loss : 0.0298, 
epoch  36 summary: train_cos_loss : 0.0344, train_cro_loss : 0.3295, train_tot_loss : 0.0364, valid_cos_loss : 0.0298, valid_cro_loss : 0.0000, valid_tot_loss : 0.0295, 
epoch  37 summary: train_cos_loss : 0.0352, train_cro_loss : 0.3245, train_tot_loss : 0.0372, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch  38 summary: train_cos_loss : 0.0346, train_cro_loss : 0.3232, train_tot_loss : 0.0367, valid_cos_loss : 0.0294, valid_cro_loss : 0.0000, valid_tot_loss : 0.0291, 
epoch  39 summary: train_cos_loss : 0.0341, train_cro_loss : 0.3159, train_tot_loss : 0.0360, valid_cos_loss : 0.0292, valid_cro_loss : 0.0000, valid_tot_loss : 0.0290, 
epoch  40 summary: train_cos_loss : 0.0339, train_cro_loss : 0.3254, train_tot_loss : 0.0360, valid_cos_loss : 0.0299, valid_cro_loss : 0.0000, valid_tot_loss : 0.0297, 
train loss: 2.1440, accuracy: 0.6036, valid loss: 2.2547, accuracy: 0.4082, 
epoch  41 summary: train_cos_loss : 0.0345, train_cro_loss : 0.3247, train_tot_loss : 0.0365, valid_cos_loss : 0.0297, valid_cro_loss : 0.0000, valid_tot_loss : 0.0295, 
epoch  42 summary: train_cos_loss : 0.0351, train_cro_loss : 0.3164, train_tot_loss : 0.0371, valid_cos_loss : 0.0295, valid_cro_loss : 0.0000, valid_tot_loss : 0.0293, 
epoch  43 summary: train_cos_loss : 0.0343, train_cro_loss : 0.3100, train_tot_loss : 0.0362, valid_cos_loss : 0.0291, valid_cro_loss : 0.0000, valid_tot_loss : 0.0289, 
epoch  44 summary: train_cos_loss : 0.0341, train_cro_loss : 0.3120, train_tot_loss : 0.0361, valid_cos_loss : 0.0291, valid_cro_loss : 0.0000, valid_tot_loss : 0.0289, 
epoch  45 summary: train_cos_loss : 0.0371, train_cro_loss : 0.3299, train_tot_loss : 0.0391, valid_cos_loss : 0.0298, valid_cro_loss : 0.0000, valid_tot_loss : 0.0296, 
epoch  46 summary: train_cos_loss : 0.0355, train_cro_loss : 0.3286, train_tot_loss : 0.0375, valid_cos_loss : 0.0290, valid_cro_loss : 0.0000, valid_tot_loss : 0.0288, 
epoch  47 summary: train_cos_loss : 0.0342, train_cro_loss : 0.3290, train_tot_loss : 0.0363, valid_cos_loss : 0.0290, valid_cro_loss : 0.0000, valid_tot_loss : 0.0288, 
epoch  48 summary: train_cos_loss : 0.0339, train_cro_loss : 0.3300, train_tot_loss : 0.0360, valid_cos_loss : 0.0291, valid_cro_loss : 0.0000, valid_tot_loss : 0.0289, 
epoch  49 summary: train_cos_loss : 0.0336, train_cro_loss : 0.3297, train_tot_loss : 0.0357, valid_cos_loss : 0.0292, valid_cro_loss : 0.0000, valid_tot_loss : 0.0290, 
epoch  50 summary: train_cos_loss : 0.0337, train_cro_loss : 0.3259, train_tot_loss : 0.0358, valid_cos_loss : 0.0299, valid_cro_loss : 0.0000, valid_tot_loss : 0.0297, 
train loss: 2.2012, accuracy: 0.5986, valid loss: 2.3741, accuracy: 0.3867, 
epoch  51 summary: train_cos_loss : 0.0331, train_cro_loss : 0.3222, train_tot_loss : 0.0352, valid_cos_loss : 0.0297, valid_cro_loss : 0.0000, valid_tot_loss : 0.0295, 
epoch  52 summary: train_cos_loss : 0.0326, train_cro_loss : 0.3275, train_tot_loss : 0.0347, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch  53 summary: train_cos_loss : 0.0329, train_cro_loss : 0.3280, train_tot_loss : 0.0350, valid_cos_loss : 0.0297, valid_cro_loss : 0.0000, valid_tot_loss : 0.0295, 
epoch  54 summary: train_cos_loss : 0.0327, train_cro_loss : 0.3174, train_tot_loss : 0.0347, valid_cos_loss : 0.0297, valid_cro_loss : 0.0000, valid_tot_loss : 0.0295, 
epoch  55 summary: train_cos_loss : 0.0334, train_cro_loss : 0.3079, train_tot_loss : 0.0353, valid_cos_loss : 0.0305, valid_cro_loss : 0.0000, valid_tot_loss : 0.0303, 
epoch  56 summary: train_cos_loss : 0.0327, train_cro_loss : 0.3090, train_tot_loss : 0.0347, valid_cos_loss : 0.0303, valid_cro_loss : 0.0000, valid_tot_loss : 0.0300, 
epoch  57 summary: train_cos_loss : 0.0340, train_cro_loss : 0.2957, train_tot_loss : 0.0358, valid_cos_loss : 0.0301, valid_cro_loss : 0.0000, valid_tot_loss : 0.0299, 
epoch  58 summary: train_cos_loss : 0.0335, train_cro_loss : 0.3228, train_tot_loss : 0.0355, valid_cos_loss : 0.0299, valid_cro_loss : 0.0000, valid_tot_loss : 0.0297, 
epoch  59 summary: train_cos_loss : 0.0341, train_cro_loss : 0.3240, train_tot_loss : 0.0362, valid_cos_loss : 0.0299, valid_cro_loss : 0.0000, valid_tot_loss : 0.0297, 
epoch  60 summary: train_cos_loss : 0.0376, train_cro_loss : 0.3344, train_tot_loss : 0.0397, valid_cos_loss : 0.0307, valid_cro_loss : 0.0000, valid_tot_loss : 0.0305, 
train loss: 2.1028, accuracy: 0.5873, valid loss: 2.3837, accuracy: 0.3848, 
epoch  61 summary: train_cos_loss : 0.0357, train_cro_loss : 0.3452, train_tot_loss : 0.0379, valid_cos_loss : 0.0298, valid_cro_loss : 0.0000, valid_tot_loss : 0.0296, 
epoch  62 summary: train_cos_loss : 0.0348, train_cro_loss : 0.3397, train_tot_loss : 0.0370, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch  63 summary: train_cos_loss : 0.0340, train_cro_loss : 0.3264, train_tot_loss : 0.0360, valid_cos_loss : 0.0295, valid_cro_loss : 0.0000, valid_tot_loss : 0.0293, 
epoch  64 summary: train_cos_loss : 0.0349, train_cro_loss : 0.3219, train_tot_loss : 0.0369, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch  65 summary: train_cos_loss : 0.0338, train_cro_loss : 0.3219, train_tot_loss : 0.0358, valid_cos_loss : 0.0300, valid_cro_loss : 0.0000, valid_tot_loss : 0.0298, 
epoch  66 summary: train_cos_loss : 0.0336, train_cro_loss : 0.3107, train_tot_loss : 0.0356, valid_cos_loss : 0.0298, valid_cro_loss : 0.0000, valid_tot_loss : 0.0296, 
epoch  67 summary: train_cos_loss : 0.0335, train_cro_loss : 0.3229, train_tot_loss : 0.0355, valid_cos_loss : 0.0297, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch  68 summary: train_cos_loss : 0.0331, train_cro_loss : 0.3149, train_tot_loss : 0.0350, valid_cos_loss : 0.0295, valid_cro_loss : 0.0000, valid_tot_loss : 0.0293, 
epoch  69 summary: train_cos_loss : 0.0336, train_cro_loss : 0.3116, train_tot_loss : 0.0355, valid_cos_loss : 0.0295, valid_cro_loss : 0.0000, valid_tot_loss : 0.0293, 
epoch  70 summary: train_cos_loss : 0.0331, train_cro_loss : 0.3046, train_tot_loss : 0.0350, valid_cos_loss : 0.0305, valid_cro_loss : 0.0000, valid_tot_loss : 0.0303, 
train loss: 2.1153, accuracy: 0.6308, valid loss: 2.2761, accuracy: 0.4009, 
epoch  71 summary: train_cos_loss : 0.0345, train_cro_loss : 0.3069, train_tot_loss : 0.0364, valid_cos_loss : 0.0303, valid_cro_loss : 0.0000, valid_tot_loss : 0.0300, 
epoch  72 summary: train_cos_loss : 0.0338, train_cro_loss : 0.2997, train_tot_loss : 0.0357, valid_cos_loss : 0.0299, valid_cro_loss : 0.0000, valid_tot_loss : 0.0297, 
epoch  73 summary: train_cos_loss : 0.0339, train_cro_loss : 0.2910, train_tot_loss : 0.0357, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch  74 summary: train_cos_loss : 0.0345, train_cro_loss : 0.2927, train_tot_loss : 0.0363, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch  75 summary: train_cos_loss : 0.0367, train_cro_loss : 0.3217, train_tot_loss : 0.0387, valid_cos_loss : 0.0301, valid_cro_loss : 0.0000, valid_tot_loss : 0.0299, 
epoch  76 summary: train_cos_loss : 0.0353, train_cro_loss : 0.3240, train_tot_loss : 0.0373, valid_cos_loss : 0.0291, valid_cro_loss : 0.0000, valid_tot_loss : 0.0289, 
epoch  77 summary: train_cos_loss : 0.0346, train_cro_loss : 0.3161, train_tot_loss : 0.0366, valid_cos_loss : 0.0289, valid_cro_loss : 0.0000, valid_tot_loss : 0.0287, 
epoch  78 summary: train_cos_loss : 0.0343, train_cro_loss : 0.3130, train_tot_loss : 0.0363, valid_cos_loss : 0.0289, valid_cro_loss : 0.0000, valid_tot_loss : 0.0287, 
epoch  79 summary: train_cos_loss : 0.0336, train_cro_loss : 0.3152, train_tot_loss : 0.0356, valid_cos_loss : 0.0289, valid_cro_loss : 0.0000, valid_tot_loss : 0.0287, 
epoch  80 summary: train_cos_loss : 0.0350, train_cro_loss : 0.3160, train_tot_loss : 0.0369, valid_cos_loss : 0.0297, valid_cro_loss : 0.0000, valid_tot_loss : 0.0295, 
train loss: 2.0952, accuracy: 0.6207, valid loss: 2.2124, accuracy: 0.4243, 
epoch  81 summary: train_cos_loss : 0.0342, train_cro_loss : 0.3243, train_tot_loss : 0.0362, valid_cos_loss : 0.0295, valid_cro_loss : 0.0000, valid_tot_loss : 0.0293, 
epoch  82 summary: train_cos_loss : 0.0332, train_cro_loss : 0.3152, train_tot_loss : 0.0352, valid_cos_loss : 0.0294, valid_cro_loss : 0.0000, valid_tot_loss : 0.0292, 
epoch  83 summary: train_cos_loss : 0.0332, train_cro_loss : 0.3022, train_tot_loss : 0.0350, valid_cos_loss : 0.0294, valid_cro_loss : 0.0000, valid_tot_loss : 0.0292, 
epoch  84 summary: train_cos_loss : 0.0330, train_cro_loss : 0.3074, train_tot_loss : 0.0349, valid_cos_loss : 0.0294, valid_cro_loss : 0.0000, valid_tot_loss : 0.0292, 
epoch  85 summary: train_cos_loss : 0.0327, train_cro_loss : 0.3067, train_tot_loss : 0.0347, valid_cos_loss : 0.0301, valid_cro_loss : 0.0000, valid_tot_loss : 0.0299, 
epoch  86 summary: train_cos_loss : 0.0340, train_cro_loss : 0.2999, train_tot_loss : 0.0359, valid_cos_loss : 0.0300, valid_cro_loss : 0.0000, valid_tot_loss : 0.0298, 
epoch  87 summary: train_cos_loss : 0.0332, train_cro_loss : 0.3006, train_tot_loss : 0.0350, valid_cos_loss : 0.0297, valid_cro_loss : 0.0000, valid_tot_loss : 0.0295, 
epoch  88 summary: train_cos_loss : 0.0331, train_cro_loss : 0.2950, train_tot_loss : 0.0349, valid_cos_loss : 0.0297, valid_cro_loss : 0.0000, valid_tot_loss : 0.0295, 
epoch  89 summary: train_cos_loss : 0.0330, train_cro_loss : 0.2948, train_tot_loss : 0.0348, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch  90 summary: train_cos_loss : 0.0349, train_cro_loss : 0.3124, train_tot_loss : 0.0368, valid_cos_loss : 0.0305, valid_cro_loss : 0.0000, valid_tot_loss : 0.0303, 
train loss: 2.0102, accuracy: 0.6404, valid loss: 2.2755, accuracy: 0.3984, 
epoch  91 summary: train_cos_loss : 0.0340, train_cro_loss : 0.3079, train_tot_loss : 0.0359, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch  92 summary: train_cos_loss : 0.0334, train_cro_loss : 0.3051, train_tot_loss : 0.0353, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch  93 summary: train_cos_loss : 0.0331, train_cro_loss : 0.2938, train_tot_loss : 0.0349, valid_cos_loss : 0.0295, valid_cro_loss : 0.0000, valid_tot_loss : 0.0293, 
epoch  94 summary: train_cos_loss : 0.0332, train_cro_loss : 0.3201, train_tot_loss : 0.0352, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch  95 summary: train_cos_loss : 0.0329, train_cro_loss : 0.3109, train_tot_loss : 0.0349, valid_cos_loss : 0.0303, valid_cro_loss : 0.0000, valid_tot_loss : 0.0300, 
epoch  96 summary: train_cos_loss : 0.0341, train_cro_loss : 0.3123, train_tot_loss : 0.0360, valid_cos_loss : 0.0301, valid_cro_loss : 0.0000, valid_tot_loss : 0.0299, 
epoch  97 summary: train_cos_loss : 0.0338, train_cro_loss : 0.3098, train_tot_loss : 0.0358, valid_cos_loss : 0.0298, valid_cro_loss : 0.0000, valid_tot_loss : 0.0296, 
epoch  98 summary: train_cos_loss : 0.0334, train_cro_loss : 0.3036, train_tot_loss : 0.0353, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch  99 summary: train_cos_loss : 0.0338, train_cro_loss : 0.2981, train_tot_loss : 0.0357, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch 100 summary: train_cos_loss : 0.0332, train_cro_loss : 0.2924, train_tot_loss : 0.0350, valid_cos_loss : 0.0303, valid_cro_loss : 0.0000, valid_tot_loss : 0.0301, 
train loss: 2.0317, accuracy: 0.6446, valid loss: 2.2422, accuracy: 0.4126, 
epoch 101 summary: train_cos_loss : 0.0329, train_cro_loss : 0.2942, train_tot_loss : 0.0348, valid_cos_loss : 0.0300, valid_cro_loss : 0.0000, valid_tot_loss : 0.0298, 
epoch 102 summary: train_cos_loss : 0.0338, train_cro_loss : 0.2930, train_tot_loss : 0.0357, valid_cos_loss : 0.0299, valid_cro_loss : 0.0000, valid_tot_loss : 0.0297, 
epoch 103 summary: train_cos_loss : 0.0343, train_cro_loss : 0.2957, train_tot_loss : 0.0362, valid_cos_loss : 0.0298, valid_cro_loss : 0.0000, valid_tot_loss : 0.0296, 
epoch 104 summary: train_cos_loss : 0.0340, train_cro_loss : 0.2957, train_tot_loss : 0.0358, valid_cos_loss : 0.0295, valid_cro_loss : 0.0000, valid_tot_loss : 0.0293, 
epoch 105 summary: train_cos_loss : 0.0352, train_cro_loss : 0.3159, train_tot_loss : 0.0372, valid_cos_loss : 0.0303, valid_cro_loss : 0.0000, valid_tot_loss : 0.0301, 
epoch 106 summary: train_cos_loss : 0.0337, train_cro_loss : 0.3068, train_tot_loss : 0.0356, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch 107 summary: train_cos_loss : 0.0338, train_cro_loss : 0.3038, train_tot_loss : 0.0357, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch 108 summary: train_cos_loss : 0.0332, train_cro_loss : 0.3020, train_tot_loss : 0.0350, valid_cos_loss : 0.0295, valid_cro_loss : 0.0000, valid_tot_loss : 0.0293, 
epoch 109 summary: train_cos_loss : 0.0331, train_cro_loss : 0.3016, train_tot_loss : 0.0350, valid_cos_loss : 0.0295, valid_cro_loss : 0.0000, valid_tot_loss : 0.0293, 
epoch 110 summary: train_cos_loss : 0.0329, train_cro_loss : 0.2954, train_tot_loss : 0.0347, valid_cos_loss : 0.0302, valid_cro_loss : 0.0000, valid_tot_loss : 0.0300, 
train loss: 2.0521, accuracy: 0.6490, valid loss: 2.3157, accuracy: 0.3999, 
epoch 111 summary: train_cos_loss : 0.0332, train_cro_loss : 0.2932, train_tot_loss : 0.0350, valid_cos_loss : 0.0300, valid_cro_loss : 0.0000, valid_tot_loss : 0.0298, 
epoch 112 summary: train_cos_loss : 0.0327, train_cro_loss : 0.2977, train_tot_loss : 0.0346, valid_cos_loss : 0.0299, valid_cro_loss : 0.0000, valid_tot_loss : 0.0297, 
epoch 113 summary: train_cos_loss : 0.0332, train_cro_loss : 0.2904, train_tot_loss : 0.0350, valid_cos_loss : 0.0298, valid_cro_loss : 0.0000, valid_tot_loss : 0.0296, 
epoch 114 summary: train_cos_loss : 0.0328, train_cro_loss : 0.2870, train_tot_loss : 0.0346, valid_cos_loss : 0.0298, valid_cro_loss : 0.0000, valid_tot_loss : 0.0296, 
epoch 115 summary: train_cos_loss : 0.0332, train_cro_loss : 0.2946, train_tot_loss : 0.0350, valid_cos_loss : 0.0304, valid_cro_loss : 0.0000, valid_tot_loss : 0.0302, 
epoch 116 summary: train_cos_loss : 0.0342, train_cro_loss : 0.2886, train_tot_loss : 0.0360, valid_cos_loss : 0.0301, valid_cro_loss : 0.0000, valid_tot_loss : 0.0299, 
epoch 117 summary: train_cos_loss : 0.0329, train_cro_loss : 0.2910, train_tot_loss : 0.0347, valid_cos_loss : 0.0299, valid_cro_loss : 0.0000, valid_tot_loss : 0.0296, 
epoch 118 summary: train_cos_loss : 0.0330, train_cro_loss : 0.2849, train_tot_loss : 0.0347, valid_cos_loss : 0.0297, valid_cro_loss : 0.0000, valid_tot_loss : 0.0295, 
epoch 119 summary: train_cos_loss : 0.0350, train_cro_loss : 0.2831, train_tot_loss : 0.0367, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch 120 summary: train_cos_loss : 0.0360, train_cro_loss : 0.3129, train_tot_loss : 0.0379, valid_cos_loss : 0.0303, valid_cro_loss : 0.0000, valid_tot_loss : 0.0300, 
train loss: 2.0076, accuracy: 0.6383, valid loss: 2.3444, accuracy: 0.4229, 
epoch 121 summary: train_cos_loss : 0.0343, train_cro_loss : 0.3053, train_tot_loss : 0.0362, valid_cos_loss : 0.0294, valid_cro_loss : 0.0000, valid_tot_loss : 0.0292, 
epoch 122 summary: train_cos_loss : 0.0342, train_cro_loss : 0.3131, train_tot_loss : 0.0361, valid_cos_loss : 0.0294, valid_cro_loss : 0.0000, valid_tot_loss : 0.0292, 
epoch 123 summary: train_cos_loss : 0.0333, train_cro_loss : 0.3103, train_tot_loss : 0.0353, valid_cos_loss : 0.0293, valid_cro_loss : 0.0000, valid_tot_loss : 0.0291, 
epoch 124 summary: train_cos_loss : 0.0340, train_cro_loss : 0.3055, train_tot_loss : 0.0359, valid_cos_loss : 0.0293, valid_cro_loss : 0.0000, valid_tot_loss : 0.0291, 
epoch 125 summary: train_cos_loss : 0.0335, train_cro_loss : 0.2986, train_tot_loss : 0.0354, valid_cos_loss : 0.0298, valid_cro_loss : 0.0000, valid_tot_loss : 0.0296, 
epoch 126 summary: train_cos_loss : 0.0333, train_cro_loss : 0.3033, train_tot_loss : 0.0352, valid_cos_loss : 0.0296, valid_cro_loss : 0.0000, valid_tot_loss : 0.0294, 
epoch 127 summary: train_cos_loss : 0.0328, train_cro_loss : 0.3022, train_tot_loss : 0.0346, valid_cos_loss : 0.0295, valid_cro_loss : 0.0000, valid_tot_loss : 0.0293, 
epoch 128 summary: train_cos_loss : 0.0330, train_cro_loss : 0.2969, train_tot_loss : 0.0349, valid_cos_loss : 0.0295, valid_cro_loss : 0.0000, valid_tot_loss : 0.0293, 
epoch 129 summary: train_cos_loss : 0.0332, train_cro_loss : 0.2960, train_tot_loss : 0.0350, valid_cos_loss : 0.0295, valid_cro_loss : 0.0000, valid_tot_loss : 0.0293, 
epoch 130 summary: train_cos_loss : 0.0341, train_cro_loss : 0.2983, train_tot_loss : 0.0360, valid_cos_loss : 0.0303, valid_cro_loss : 0.0000, valid_tot_loss : 0.0301, 
train loss: 2.0306, accuracy: 0.6434, valid loss: 2.2607, accuracy: 0.4189, 
epoch 131 summary: train_cos_loss : 0.0333, train_cro_loss : 0.2941, train_tot_loss : 0.0351, valid_cos_loss : 0.0300, valid_cro_loss : 0.0000, valid_tot_loss : 0.0298, 
epoch 132 summary: train_cos_loss : 0.0332, train_cro_loss : 0.2930, train_tot_loss : 0.0350, valid_cos_loss : 0.0299, valid_cro_loss : 0.0000, valid_tot_loss : 0.0297, 
