数据集总长度：1115394
Before CTE Training: train eu loss: 0.2912406623363495, eval eu loss: 1.5121827125549316
Before CTE Training: train eu acc: 1.0, eval eu acc: 0.5556640625
epoch   0 summary: train_cos_loss : 0.015124, train_cro_loss : 4.4493, train_tot_loss : 0.0155, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
train loss: 2.5727, accuracy: 0.4335, valid loss: 4.6177, accuracy: 0.0186, 
epoch  21 summary: train_cos_loss : 0.004479, train_cro_loss : 2.5288, train_tot_loss : 0.0047, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  22 summary: train_cos_loss : 0.004552, train_cro_loss : 2.4465, train_tot_loss : 0.0047, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  23 summary: train_cos_loss : 0.004377, train_cro_loss : 2.3239, train_tot_loss : 0.0046, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  24 summary: train_cos_loss : 0.004438, train_cro_loss : 2.2351, train_tot_loss : 0.0046, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  25 summary: train_cos_loss : 0.004431, train_cro_loss : 2.1931, train_tot_loss : 0.0046, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  26 summary: train_cos_loss : 0.004352, train_cro_loss : 1.9751, train_tot_loss : 0.0045, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  27 summary: train_cos_loss : 0.004282, train_cro_loss : 2.0110, train_tot_loss : 0.0044, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  28 summary: train_cos_loss : 0.004288, train_cro_loss : 2.0755, train_tot_loss : 0.0045, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  29 summary: train_cos_loss : 0.004249, train_cro_loss : 2.0754, train_tot_loss : 0.0044, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  30 summary: train_cos_loss : 0.004281, train_cro_loss : 2.1168, train_tot_loss : 0.0045, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
train loss: 1.8670, accuracy: 0.5575, valid loss: 4.6149, accuracy: 0.0149, 
epoch  31 summary: train_cos_loss : 0.004215, train_cro_loss : 1.8325, train_tot_loss : 0.0044, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  32 summary: train_cos_loss : 0.004187, train_cro_loss : 1.7874, train_tot_loss : 0.0043, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  33 summary: train_cos_loss : 0.004200, train_cro_loss : 2.7358, train_tot_loss : 0.0044, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  34 summary: train_cos_loss : 0.004253, train_cro_loss : 2.7334, train_tot_loss : 0.0045, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  35 summary: train_cos_loss : 0.004303, train_cro_loss : 2.7574, train_tot_loss : 0.0045, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  36 summary: train_cos_loss : 0.004238, train_cro_loss : 2.7396, train_tot_loss : 0.0045, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  37 summary: train_cos_loss : 0.004210, train_cro_loss : 2.6793, train_tot_loss : 0.0044, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  38 summary: train_cos_loss : 0.004270, train_cro_loss : 2.6994, train_tot_loss : 0.0045, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  39 summary: train_cos_loss : 0.004216, train_cro_loss : 2.9751, train_tot_loss : 0.0045, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  40 summary: train_cos_loss : 0.004264, train_cro_loss : 2.8921, train_tot_loss : 0.0045, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
train loss: 2.1774, accuracy: 0.4947, valid loss: 4.6348, accuracy: 0.0144, 
epoch  41 summary: train_cos_loss : 0.004225, train_cro_loss : 2.1418, train_tot_loss : 0.0044, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  42 summary: train_cos_loss : 0.004137, train_cro_loss : 1.9282, train_tot_loss : 0.0043, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  43 summary: train_cos_loss : 0.004114, train_cro_loss : 1.9334, train_tot_loss : 0.0043, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  44 summary: train_cos_loss : 0.004093, train_cro_loss : 1.8891, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  45 summary: train_cos_loss : 0.004059, train_cro_loss : 1.8502, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  46 summary: train_cos_loss : 0.004099, train_cro_loss : 2.0200, train_tot_loss : 0.0043, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  47 summary: train_cos_loss : 0.004062, train_cro_loss : 1.8127, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  48 summary: train_cos_loss : 0.003982, train_cro_loss : 1.7204, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  49 summary: train_cos_loss : 0.004018, train_cro_loss : 1.8077, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  50 summary: train_cos_loss : 0.004084, train_cro_loss : 1.8258, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
train loss: 1.8675, accuracy: 0.5540, valid loss: 4.6320, accuracy: 0.0193, 
epoch  51 summary: train_cos_loss : 0.004155, train_cro_loss : 1.8352, train_tot_loss : 0.0043, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  52 summary: train_cos_loss : 0.004097, train_cro_loss : 2.5067, train_tot_loss : 0.0043, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  53 summary: train_cos_loss : 0.004103, train_cro_loss : 2.2134, train_tot_loss : 0.0043, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  54 summary: train_cos_loss : 0.004020, train_cro_loss : 2.0770, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  55 summary: train_cos_loss : 0.004029, train_cro_loss : 1.9486, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  56 summary: train_cos_loss : 0.003997, train_cro_loss : 1.8422, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  57 summary: train_cos_loss : 0.004006, train_cro_loss : 1.7241, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  58 summary: train_cos_loss : 0.003981, train_cro_loss : 1.6043, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  59 summary: train_cos_loss : 0.003944, train_cro_loss : 1.7970, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  60 summary: train_cos_loss : 0.004006, train_cro_loss : 1.9421, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
train loss: 2.1458, accuracy: 0.5335, valid loss: 4.6141, accuracy: 0.0168, 
epoch  61 summary: train_cos_loss : 0.003985, train_cro_loss : 2.1097, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  62 summary: train_cos_loss : 0.004004, train_cro_loss : 1.9246, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  63 summary: train_cos_loss : 0.004033, train_cro_loss : 1.8066, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  64 summary: train_cos_loss : 0.003994, train_cro_loss : 1.7409, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  65 summary: train_cos_loss : 0.003988, train_cro_loss : 1.7988, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  66 summary: train_cos_loss : 0.003969, train_cro_loss : 1.6456, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  67 summary: train_cos_loss : 0.003959, train_cro_loss : 1.6124, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  68 summary: train_cos_loss : 0.003956, train_cro_loss : 1.7359, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  69 summary: train_cos_loss : 0.004022, train_cro_loss : 1.9796, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  70 summary: train_cos_loss : 0.004085, train_cro_loss : 2.0645, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
train loss: 1.9446, accuracy: 0.5572, valid loss: 4.6310, accuracy: 0.0149, 
epoch  71 summary: train_cos_loss : 0.004040, train_cro_loss : 1.9081, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  72 summary: train_cos_loss : 0.004027, train_cro_loss : 1.8072, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  73 summary: train_cos_loss : 0.004064, train_cro_loss : 1.6958, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  74 summary: train_cos_loss : 0.004013, train_cro_loss : 1.5979, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  75 summary: train_cos_loss : 0.003969, train_cro_loss : 1.5909, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  76 summary: train_cos_loss : 0.003988, train_cro_loss : 1.5434, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  77 summary: train_cos_loss : 0.003973, train_cro_loss : 1.4782, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  78 summary: train_cos_loss : 0.003942, train_cro_loss : 1.8250, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  79 summary: train_cos_loss : 0.003939, train_cro_loss : 1.7566, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  80 summary: train_cos_loss : 0.003950, train_cro_loss : 1.5167, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
train loss: 1.7034, accuracy: 0.6028, valid loss: 4.6224, accuracy: 0.0127, 
epoch  81 summary: train_cos_loss : 0.003918, train_cro_loss : 1.6740, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  82 summary: train_cos_loss : 0.003940, train_cro_loss : 1.7055, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  83 summary: train_cos_loss : 0.003938, train_cro_loss : 1.6273, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  84 summary: train_cos_loss : 0.003930, train_cro_loss : 1.5120, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  85 summary: train_cos_loss : 0.003897, train_cro_loss : 1.5348, train_tot_loss : 0.0040, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  86 summary: train_cos_loss : 0.003944, train_cro_loss : 2.5077, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  87 summary: train_cos_loss : 0.004050, train_cro_loss : 2.4332, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  88 summary: train_cos_loss : 0.004080, train_cro_loss : 2.3721, train_tot_loss : 0.0043, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  89 summary: train_cos_loss : 0.004044, train_cro_loss : 2.2401, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  90 summary: train_cos_loss : 0.004026, train_cro_loss : 2.2307, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
train loss: 2.0534, accuracy: 0.4846, valid loss: 4.6294, accuracy: 0.0146, 
epoch  91 summary: train_cos_loss : 0.004029, train_cro_loss : 2.0155, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  92 summary: train_cos_loss : 0.004015, train_cro_loss : 1.9851, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  93 summary: train_cos_loss : 0.004030, train_cro_loss : 1.8274, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  94 summary: train_cos_loss : 0.004010, train_cro_loss : 1.7752, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  95 summary: train_cos_loss : 0.003978, train_cro_loss : 1.8179, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  96 summary: train_cos_loss : 0.004034, train_cro_loss : 1.8655, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  97 summary: train_cos_loss : 0.003996, train_cro_loss : 1.7804, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  98 summary: train_cos_loss : 0.004035, train_cro_loss : 1.9404, train_tot_loss : 0.0042, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch  99 summary: train_cos_loss : 0.003991, train_cro_loss : 1.8188, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 100 summary: train_cos_loss : 0.004000, train_cro_loss : 1.8399, train_tot_loss : 0.0041, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
train loss: 1.5802, accuracy: 0.6145, valid loss: 4.6208, accuracy: 0.0117, 
epoch 101 summary: train_cos_loss : 0.003447, train_cro_loss : 1.5435, train_tot_loss : 0.0036, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 102 summary: train_cos_loss : 0.002977, train_cro_loss : 1.3385, train_tot_loss : 0.0031, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 103 summary: train_cos_loss : 0.002636, train_cro_loss : 1.2481, train_tot_loss : 0.0027, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 104 summary: train_cos_loss : 0.002378, train_cro_loss : 1.1354, train_tot_loss : 0.0025, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 105 summary: train_cos_loss : 0.002189, train_cro_loss : 1.0680, train_tot_loss : 0.0023, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 106 summary: train_cos_loss : 0.002040, train_cro_loss : 0.9743, train_tot_loss : 0.0021, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 107 summary: train_cos_loss : 0.001924, train_cro_loss : 0.8725, train_tot_loss : 0.0020, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 108 summary: train_cos_loss : 0.001829, train_cro_loss : 0.8303, train_tot_loss : 0.0019, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 109 summary: train_cos_loss : 0.001754, train_cro_loss : 0.7594, train_tot_loss : 0.0018, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 110 summary: train_cos_loss : 0.001691, train_cro_loss : 0.7381, train_tot_loss : 0.0017, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
train loss: 0.7153, accuracy: 0.8214, valid loss: 4.6197, accuracy: 0.0115, 
epoch 111 summary: train_cos_loss : 0.001638, train_cro_loss : 0.7065, train_tot_loss : 0.0017, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 112 summary: train_cos_loss : 0.001594, train_cro_loss : 0.6794, train_tot_loss : 0.0016, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 113 summary: train_cos_loss : 0.001554, train_cro_loss : 0.6540, train_tot_loss : 0.0016, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 114 summary: train_cos_loss : 0.001520, train_cro_loss : 0.6324, train_tot_loss : 0.0016, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 115 summary: train_cos_loss : 0.001489, train_cro_loss : 0.6163, train_tot_loss : 0.0015, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 116 summary: train_cos_loss : 0.001462, train_cro_loss : 0.5996, train_tot_loss : 0.0015, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 117 summary: train_cos_loss : 0.001438, train_cro_loss : 0.5912, train_tot_loss : 0.0015, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 118 summary: train_cos_loss : 0.001416, train_cro_loss : 0.5781, train_tot_loss : 0.0015, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 119 summary: train_cos_loss : 0.001396, train_cro_loss : 0.5680, train_tot_loss : 0.0014, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 120 summary: train_cos_loss : 0.001377, train_cro_loss : 0.5615, train_tot_loss : 0.0014, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
train loss: 0.5578, accuracy: 0.8651, valid loss: 4.6202, accuracy: 0.0115, 
epoch 121 summary: train_cos_loss : 0.001359, train_cro_loss : 0.5558, train_tot_loss : 0.0014, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 122 summary: train_cos_loss : 0.001344, train_cro_loss : 0.5509, train_tot_loss : 0.0014, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 123 summary: train_cos_loss : 0.001330, train_cro_loss : 0.5460, train_tot_loss : 0.0014, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 124 summary: train_cos_loss : 0.001317, train_cro_loss : 0.5421, train_tot_loss : 0.0014, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 125 summary: train_cos_loss : 0.001306, train_cro_loss : 0.5407, train_tot_loss : 0.0013, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 126 summary: train_cos_loss : 0.001297, train_cro_loss : 0.5359, train_tot_loss : 0.0013, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 127 summary: train_cos_loss : 0.001289, train_cro_loss : 0.5319, train_tot_loss : 0.0013, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 128 summary: train_cos_loss : 0.001281, train_cro_loss : 0.5400, train_tot_loss : 0.0013, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 129 summary: train_cos_loss : 0.001274, train_cro_loss : 0.5364, train_tot_loss : 0.0013, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 130 summary: train_cos_loss : 0.001268, train_cro_loss : 0.5319, train_tot_loss : 0.0013, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
train loss: 0.5282, accuracy: 0.8749, valid loss: 4.6189, accuracy: 0.0117, 
epoch 131 summary: train_cos_loss : 0.001262, train_cro_loss : 0.5270, train_tot_loss : 0.0013, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
epoch 132 summary: train_cos_loss : 0.001257, train_cro_loss : 0.5218, train_tot_loss : 0.0013, valid_cos_loss : 0.000000, valid_cro_loss : 0.0000, valid_tot_loss : 0.0000, 
